"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"W65",19399.1370325598,18716.0761426193,18753.3992055227,19000.4675117604,19047.8143604325,19078.1955261161,19107.1355227319,19135.9530872737,19164.7602498293,19193.5665269501,19222.3727390344,19251.1789355035,19279.9851239628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W66",7328.57252552013,7404.296450586,7443.89518242324,7439.87153062461,7448.58500914431,7457.29848766401,7466.01196618371,7474.72544470341,7483.43892322311,7492.15240174281,7500.86588026251,7509.57935878221,7518.29283730191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W67",13404.6093535304,13431.9027308658,13473.226814144,13508.4505114897,13535.2768051861,13562.8285422952,13601.2926351583,13634.2196645118,13662.1150196765,13690.1879707585,13726.9825285249,13759.561387647,13782.4184362851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W68",6908.25430194812,6904.78207976026,6901.3098575724,6897.83763538454,6894.36541319667,6890.89319100881,6887.42096882095,6883.94874663309,6880.47652444523,6877.00430225737,6873.53208006951,6870.05985788165,6866.58763569378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W69",6915.58457320169,6912.1344334846,6908.68429376751,6905.23415405043,6901.78401433334,6898.33387461626,6894.88373489917,6891.43359518209,6887.983455465,6884.53331574791,6881.08317603083,6877.63303631374,6874.18289659666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W70",2607.03663765502,2604.73894087058,2602.44121777727,2600.1434950075,2597.84577223375,2595.54804946004,2593.25032668634,2590.95260391264,2588.65488113894,2586.35715836523,2584.05943559153,2581.76171281783,2579.46399004413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W71",1914.92906444856,1899.97598717173,1885.02291032309,1870.06983280501,1855.11675596453,1840.16368009803,1825.2106031757,1810.25752525568,1795.30444836476,1780.35137113526,1765.39829412111,1750.44521779889,1735.49214110422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W72",1918.87562935309,1907.79891470304,1896.72226166726,1885.64547827106,1874.56882735159,1863.49236343241,1852.41569615949,1841.33884594977,1830.26218813472,1819.18545411779,1808.10878385623,1797.03222930948,1785.95556133443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W73",1919.07454314658,1908.17610189679,1897.27771054364,1886.37921396949,1875.48082378923,1864.58258472908,1853.68418168379,1842.78563114791,1831.88723572749,1820.98877850302,1810.09037405621,1799.1920612629,1788.29365753663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W74",5423.46875485074,5070.83028882204,4837.07795521338,4891.08574759019,4780.52119588527,4788.49317529736,4848.55927669439,4795.5263503381,4796.0505538695,4885.86214851427,5011.12702395017,5188.90052361193,5095.95910607215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W75",24109.6395381077,24080.5925570476,24900.4889393028,24336.4066595347,24183.5026560511,24161.8745650962,24014.5018091847,23414.5731219123,23859.510969406,25463.3080603564,25170.5343225175,25168.437379851,24349.3385194069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W76",435.934577392433,430.934009428784,425.933441465136,420.932873501488,415.93230553784,410.931737574191,405.931169610543,400.930601646895,395.930033683247,390.929465719599,385.92889775595,380.928329792302,375.927761828654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W77",3930.73507170788,3934.32833021555,3937.92158872323,3941.5148472309,3945.10810573857,3948.70136424624,3952.29462275392,3955.88788126159,3959.48113976926,3963.07439827693,3966.66765678461,3970.26091529228,3973.85417379995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W78",3838.43116731385,3843.09954449572,3847.76792167759,3852.43629885946,3857.10467604133,3861.77305322321,3866.44143040508,3871.10980758695,3875.77818476882,3880.44656195069,3885.11493913257,3889.78331631444,3894.45169349631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W79",1450.02521174988,1440.95125782792,1441.38689109793,1433.55145488824,1425.60178935121,1425.34546473811,1423.12185945569,1431.07600182864,1433.83064731507,1440.88220103167,1456.42824873404,1467.39670065555,1476.44856681505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W80",1521.12748774128,1520.08554281601,1514.42998103914,1507.54882124831,1506.91593980316,1503.74231451006,1508.3088048555,1509.33654651736,1512.28005530511,1521.70836521351,1528.21372137398,1532.61512517053,1542.51068474535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W81",24543.367114335,24583.9172039666,24624.5205891737,24665.0864177224,24705.0473456344,24745.3599602489,24785.8068122295,24825.6007508795,24866.1579135896,24907.7847396802,24948.5925830738,24989.3185662415,25028.7021908279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W82",4417.86530504638,4420.44086261909,4420.2313798413,4416.2614707061,4414.16637752995,4415.20331817965,4415.5859940566,4413.21546469386,4410.84206228931,4410.63076898589,4410.91147566929,4409.55254172283,4407.45684390285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W83",5982.98422741912,5995.18671931199,6007.97379095291,6020.87795188409,6033.80558703482,6046.73792050276,6059.67119105484,6072.60464334376,6085.53813448679,6098.47165595125,6111.40514370181,6124.33864747477,6137.27215358204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W84",5976.20176734368,5981.77248898876,5986.11631889796,5991.1173087742,5996.08134522001,6001.72613753947,6005.754955499,6010.55946539053,6015.31612090186,6020.85490804696,6024.37366687027,6029.12066357986,6033.79749213231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W85",17273.9790056695,17251.4914315217,17282.4788306393,17322.6394184267,17300.575335039,17327.9440563959,17366.0532298088,17315.8587657858,17252.4459154232,17199.1842848968,17124.7745784618,17025.0071357252,16800.7307308106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W86",17255.0534718504,17269.0889183512,17308.301495445,17334.8978288838,17325.7442029253,17397.1319039455,17358.7051837848,17294.3018913759,17257.8978991478,17192.5558635869,17092.8141611194,17001.8621663303,16542.8236252466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W87",1082.96130743259,1081.51762552024,1080.07394360789,1078.63026169555,1077.1865797832,1075.74289787085,1074.2992159585,1072.85553404616,1071.41185213381,1069.96817022146,1068.52448830911,1067.08080639677,1065.63712448442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W88",12016.4015975649,12034.9206982936,12041.9404746613,12057.9642000865,12069.8113219732,12084.6031007853,12095.7766822969,12109.5775390488,12122.2953367172,12135.8967222827,12148.3542090677,12161.5647374018,12174.5044813631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W89",1202.72863499322,1209.60521557044,1227.02917543661,1215.68342474344,1223.06036932422,1218.25411838971,1221.37313444204,1219.33543335928,1220.65588562873,1219.79187867761,1220.34761911461,1219.97667196768,1220.20974174032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W90",1864.57513476212,1863.56990109607,1871.04166957891,1871.61531696442,1875.36586969444,1876.69584426194,1879.20529354532,1880.86098710704,1882.9515478249,1884.73969957878,1886.68734226123,1888.52750957066,1890.42594182524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W91",19960.7497729589,19966.5242759501,20072.4901126333,20124.6071008862,20175.7683600515,20217.2891038909,20255.3700900155,20290.6152076396,20324.3018067451,20356.9685754718,20389.019170464,20420.6844410139,20452.1118783325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W92",22880.8605798714,23109.1048233444,23213.3305057994,23263.8320969981,23290.8202378502,23308.1761514495,23320.340845002,23331.6556747019,23340.6480146595,23349.4063584551,23357.4701829285,23366.2654381082,23373.415369765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W93",1745.32195572455,1742.88679018683,1737.64446050228,1739.6686764628,1748.00512700858,1750.49061052634,1746.98570978841,1746.30441630418,1751.80535995212,1756.27707495949,1755.40674260785,1753.91374393219,1756.85141639525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W94",1812.05127056867,1808.96532587419,1806.29115813953,1803.46654361136,1800.69689631032,1797.90716618806,1795.12477352358,1792.33970004617,1789.55560603033,1786.7711541585,1783.98683303291,1781.20246413788,1778.41811269589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W95",1643.00857467023,1642.46456546592,1641.57943299586,1640.6943005258,1639.80916805574,1638.92403558569,1638.03890311563,1637.15377064557,1636.26863817551,1635.38350570545,1634.4983732354,1633.61324076534,1632.72810829528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W96",11305.9573211523,11316.0002566966,11319.0892377141,11326.1800928484,11332.9895211617,11339.1117452087,11345.579268033,11352.0400554821,11358.4341772916,11364.8576574355,11371.2822227923,11377.7004236501,11384.1210794935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W97",462.429452876292,478.649971538624,480.913989386874,466.895881536876,460.342571327958,463.462248010254,465.121667922537,460.087766727211,454.555007494331,452.574358945131,451.560511414056,449.23513115663,445.366079087822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W98",591.147182652155,610.458033697841,616.657716088498,612.450091731387,614.281203898313,612.779051979162,613.098785674289,612.519594240988,612.180742354913,611.436228217656,610.614434082562,610.34083420489,609.828956576079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W99",15030.8295477065,14967.3618556959,14906.9788090898,14843.3940766442,14780.6995656271,14717.3590396771,14654.8125015716,14591.6647283624,14528.9270597818,14465.8657632729,14403.0647294084,14340.0658662261,14277.2182630125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W100",11390.2284787477,11401.5163953656,11404.8253009816,11405.7952571281,11406.0795788494,11406.1629152262,11406.1873352078,11406.194484569,11406.196571259,11406.1971738889,11406.1973414847,11406.1973815557,11406.1973842442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W101",9795.23777635305,9819.08144382011,9785.17214963149,9806.06551771784,9793.19197256048,9801.12406681325,9796.23667033732,9799.24806222851,9797.39257921891,9798.53584363727,9797.83141599039,9798.26545233555,9797.99801883865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W102",15918.1232535368,15929.0633289728,15957.5436511702,15995.7904913561,16021.023650029,16042.7160994905,16068.4723445897,16097.4085990648,16124.4428631848,16149.8844184325,16175.8747114222,16202.7765403677,16229.5237201491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W103",4102.11122343935,4102.16464158195,4101.83073124753,4101.08102235942,4100.52027771941,4099.15001293853,4097.35911259828,4096.31264349518,4094.85998886085,4093.66653373847,4091.95982678217,4091.82554855198,4090.85139830077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W104",1028.8299768306,1027.66974921754,1026.50952160448,1025.34929399142,1024.18906637837,1023.02883876531,1021.86861115225,1020.7083835392,1019.54815592614,1018.38792831308,1017.22770070002,1016.06747308697,1014.90724547391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W105",9166.2380807712,9168.16782865194,9170.09757653269,9172.02732441344,9173.95707229419,9175.88682017494,9177.81656805568,9179.74631593643,9181.67606381718,9183.60581169793,9185.53555957868,9187.46530745943,9189.39505534017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W106",2159.58315036259,2156.32110488513,2150.61355360015,2152.43873898183,2160.08585742431,2161.72773244361,2157.70038919493,2156.74799749807,2161.67709460267,2165.33205712582,2163.85766479775,2162.03726974041,2164.49279361024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W107",23912.0790617115,23950.788414098,23989.4977664846,24028.2071188711,24066.9164712576,24105.6258236441,24144.3351760307,24183.0445284172,24221.7538808037,24260.4632331902,24299.1725855768,24337.8819379633,24376.5912903498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W108",16044.3343482184,16094.9767721507,16109.1485377242,16123.3203032978,16137.4920688714,16151.6638344449,16165.8356000185,16180.0073655921,16194.1791311656,16208.3508967392,16222.5226623128,16236.6944278864,16250.8661934599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W109",14286.3444814257,14336.62655513,14349.1851755434,14361.7437959569,14374.3024163703,14386.8610367838,14399.4196571972,14411.9782776107,14424.5368980241,14437.0955184376,14449.654138851,14462.2127592645,14474.7713796779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W110",7331.90652858054,7348.98305757841,7366.05958657628,7383.13611557414,7400.21264457201,7417.28917356988,7434.36570256774,7451.44223156561,7468.51876056348,7485.59528956134,7502.67181855921,7519.74834755708,7536.82487655494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W111",1068.76563634755,1067.31567886297,1065.86572137839,1064.41576389381,1062.96580640924,1061.51584892466,1060.06589144008,1058.61593395551,1057.16597647093,1055.71601898635,1054.26606150178,1052.8161040172,1051.36614653262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W112",9512.02029619094,9522.74039077828,9533.46043788971,9544.18051365612,9554.90056754612,9565.62076915468,9576.34052161188,9587.0606132103,9597.78034829242,9608.50009308632,9619.21994075508,9629.93966876355,9640.65915050684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W113",734.060701067147,736.908113362464,736.894975148753,736.882955744513,736.870194641334,736.858420039781,736.84416759427,736.831957724618,736.820101127973,736.808887896497,736.795945943611,736.78309674974,736.770963071996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W114",10551.9967539119,10553.1036750775,10553.86279769,10552.8346218455,10561.58012003,10557.3746450946,10545.0027270379,10553.0968300237,10580.3781503904,10591.7120044104,10574.5638968583,10569.405830152,10579.9362580599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W115",11294.0189933103,11296.4758652581,11298.9272633394,11301.3909220877,11303.8372884646,11306.2957043238,11308.7404088109,11311.220958247,11313.6665353353,11316.1335947796,11318.5743753689,11321.0586980505,11323.5032548955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W116",14551.5440087746,14722.5579501402,14692.836057124,14724.0995621425,14714.4192079824,14732.3883723388,14726.1115984185,14743.1806325901,14737.4589336222,14743.4400029726,14734.0035023026,14738.4273851813,14726.208866118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W117",7066.78614476373,7068.35905743855,7069.93197010824,7071.50488278152,7073.07779545228,7074.65070812481,7076.2236207961,7077.79653346826,7079.36944613981,7080.94235881179,7082.51527148347,7084.08818415536,7085.6610968271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W118",1744.57738015436,1742.06345508523,1736.78943062403,1738.82672619725,1747.17890686031,1749.62698652783,1746.06867121257,1745.35930263064,1750.87319066036,1755.34537302504,1754.43525153092,1752.89131135591,1755.81724882483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W119",1024.60009194422,1019.42260090233,1017.86924406732,1014.89642918031,1012.47957084634,1009.84496202059,1007.29563913384,1004.71291245852,1002.1432689843,999.568501236497,996.995740503609,994.422193686842,991.848954754117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W120",877.169020883275,876.737379806714,876.161456218432,875.699283734166,875.190389896194,874.643156566403,874.204367687924,873.619367095481,873.172667208529,872.635262563189,872.11518921919,871.653003008644,871.077358598193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W121",10405.3798155562,10412.7344633432,10423.9452773508,10435.1560913585,10446.3669053662,10457.5777193738,10468.7885333815,10479.9993473891,10491.2101613968,10502.4209754045,10513.6317894121,10524.8426034198,10536.0534174275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W122",345.952049425048,353.40738497983,360.039549367673,355.582353492639,344.294277977901,342.033359886919,343.204160159663,341.661507085441,335.808872249851,331.877182144225,330.127501327647,328.360714464784,324.722359457254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W123",455.493067913782,460.51389561145,467.786795221347,464.528352222284,454.54554749421,450.290172380087,450.700555491964,449.764249200879,445.249611069992,440.754452857458,438.188488380708,436.304563905021,433.402594185399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W124",8478.7655794142,8482.31204674896,8485.85880071004,8489.40371463061,8492.94924346085,8496.49380412132,8500.03874418958,8503.58438743564,8507.12715383338,8510.67178358864,8514.21764519099,8517.76409236751,8521.30816682328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W125",10886.409657994,10933.2619376817,10864.1298820109,10797.3067593187,10846.2416951168,10923.2176979244,10895.0838450399,10813.0441965541,10819.5013425553,10900.8904698092,10915.3203783161,10839.871471105,10806.6460184606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W126",9513.63432315233,9539.47169808204,9503.38185925261,9527.26168782115,9512.21669294906,9522.43683536427,9516.2580039185,9520.72333959659,9518.27981044441,9520.32065406536,9519.4508025631,9520.47021105971,9520.26334775792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W127",11020.8757301476,11036.1603125402,11051.2787831974,11066.8651206063,11081.7609630787,11097.5834598565,11112.2022584483,11127.8801177865,11143.0835592902,11157.3763788569,11172.5067935455,11186.7962526693,11201.1377017027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W128",3607.46095637473,3610.1256702455,3609.53957193851,3608.9870555318,3608.46608861746,3607.95941802126,3607.4779658271,3607.04222882068,3606.62186253544,3606.22814411297,3605.84805331895,3605.51883528211,3605.1975799768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W129",1010.07074973581,1001.61309352451,990.331004920188,985.523240405201,985.039110980118,979.172566322511,967.866185328434,960.589867422565,959.548475949023,955.977064460205,945.733673195403,936.453699857371,933.91842939048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
