"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"H77",593.283484639983,513.878479507567,487.750353270531,464.194085838038,449.983145119752,449.282646367377,444.763218735912,449.165373310966,457.939665680827,454.234788027181,454.685361659472,511.594962441848,553.131595084739,586.298944028137,638.572609288407,667.977158114352,708.931436419194,754.698538496184,776.040880166705,766.610072099493,725.907297300533,679.902561995558,633.637560325928,631.420084156029,623.715545761164,549.252047749485,527.221657814441,490.361520146927,443.923072570892,429.600127476779,426.668061086004,431.854028547014,451.531462957682,457.409901011942,469.288926310483,489.215153285548,531.177785348934,582.942691522208,611.587634442266,663.122449026744,694.559161468202,722.752760161241,753.488208167475,755.53280900156,740.395072748182,697.094468748561,662.687035541165,636.849070386754
"H78",54111.3928954082,49722.1324522619,45900.4135919968,43147.4286117257,41276.3787530543,40178.0428840251,39841.1926639697,40860.9301483192,42336.9465671075,43394.452106433,46148.4578449467,49712.9456280785,53626.5327301769,57503.372535542,60646.2871644833,63577.904837208,65851.1334434607,67075.0225763287,67323.0668292787,66944.365521277,65494.8888167961,62995.0518806879,60563.6057468333,58485.3419649156,54380.8730714525,49958.9483645432,46204.5995482892,43458.7598757163,41574.4401598912,40314.8244885324,39903.4589167678,40588.3876975471,41784.7163578652,42648.2778310981,45425.7610091914,49040.2659462103,52940.583191155,56548.9635787183,59859.2825594447,62747.007627738,65061.0665636944,66525.8546418142,67247.5307193268,66763.6913123381,65113.1252340666,62552.0428034028,59868.469383628,57818.786832503
"H79",26674.9801464845,24689.1331396465,23292.8511320802,22237.7908016183,21572.6179430062,21379.1436040026,22025.8249559726,23355.6767594971,24631.9705453612,26491.2508369043,29191.7956561035,31576.1905104111,33767.0013217053,35265.3704565935,36247.534217723,36659.1447881725,36917.6057766162,36492.9629894674,35832.6346290718,34824.956688392,33484.4154398507,32667.04340106,31343.0361482776,29353.1352459319,27217.9113823903,25083.4211385414,23585.8648439836,22501.7572112929,21703.6334475495,21466.2621625206,22007.394388086,23179.6971347293,24421.3154670226,26160.7277621145,28721.1818067447,30814.0677302626,33255.0029422963,34713.762472693,35624.1977639638,36014.9868544141,36010.313350582,35664.4918268889,35012.6527864677,33838.2199756506,32319.5557120149,31479.5265431384,29944.3608267008,30149.50535812
"H80",2069.66218852582,1890.0509165766,1771.67338092974,1688.65774421236,1644.26734743782,1638.45125458378,1698.40386826948,1814.29117972677,1906.29090968804,2094.25025391857,2312.85380664911,2533.26313241933,2702.03483641532,2863.50576282118,2941.84317859725,2980.52245597581,2998.98212753712,2976.99358775475,2879.73362008344,2779.98767676052,2638.65616546832,2555.68930779393,2474.77158333835,2293.31644104759,2099.10020668526,1932.02209053335,1806.27838264135,1716.64560618434,1666.99534028318,1660.67687700554,1713.3405005638,1808.88588180946,1885.64572536016,2055.57936447506,2271.25097697999,2466.1100646172,2629.90416936062,2755.57847802659,2787.28756205827,2827.6235715545,2826.29403837803,2807.61846510267,2741.31683716264,2635.1952052412,2519.26332110325,2470.42699401357,2380.12539206024,2230.81538392219
"H81",4611.94689265499,4257.83414348519,3989.25684244767,3801.35632758348,3687.80357177637,3663.63660047789,3798.81916308931,4043.66785724886,4305.77431840834,4625.50744266832,5074.50702841036,5514.97344079147,5928.69519894535,6233.91643483276,6577.70592828567,6716.87488268913,6755.632696597,6689.7732723624,6501.40760350619,6236.86964490034,5917.95013664921,5736.38797954615,5499.25544656704,5061.59853485825,4723.77049376057,4354.04429908619,4072.0212927705,3878.77049694305,3715.30945328114,3667.20724980927,3769.09419387974,4003.9073704527,4239.64157192339,4531.99630012053,4879.69341840049,5319.65927251006,5731.9971730561,5968.56094089598,6166.34021876631,6285.49744536443,6329.91324761633,6317.19193551907,6210.58460587089,5943.25660327223,5593.98507978239,5379.84622396448,5175.80799453681,4800.88481086884
"H82",13848.8100209681,13129.3478243007,12486.0621151848,11967.0988821757,11589.0117694352,11439.3908272416,11700.8582451223,12292.9058164002,12915.7273718628,13722.3953119483,15126.2343527292,16111.4931082335,17130.1117665132,17690.6727778471,18008.7151604297,18175.1472323223,18276.716402521,18080.1565067621,17740.6784621704,17278.250567806,16636.6029550908,16327.2918193755,15732.5774163688,14987.1769584502,14063.4716113549,13219.8417541451,12530.5198359837,12009.3115940432,11601.4069225062,11458.9136227667,11677.2186632796,12192.7622493109,12788.6302918092,13534.3133022016,14975.901172641,15806.6209362869,17176.9790828784,17885.2246021122,18268.9225670361,18378.912801878,18266.0508062769,18002.7525905173,17561.0871298319,16979.5568288116,16253.9685259429,15898.0758297087,15016.8536678765,16102.554774808
"H83",1341.19434567842,1227.20105761881,933.720939479861,775.526798141627,683.548133403448,652.302030819539,697.766814071447,742.924044590108,709.996960626716,793.23502599292,928.71408953305,1141.83353530854,1235.83443872762,1318.72928977789,1367.64795650975,1458.09306664288,1523.33996848889,1491.45271645335,1435.33481832372,1345.54357133654,1356.671956448,1391.65676010697,1397.9430098913,1406.50736894027,1366.29983458074,1289.36836673934,1023.44536794775,924.960589613684,763.190814440971,693.996001265011,625.553839112847,632.654835386654,668.040077212468,700.207457712873,937.555890077275,1046.31654852916,1093.05739628773,1196.51013695953,1178.57402256079,1220.23296888484,1321.94880515116,1368.39468166274,1339.39137513812,1331.84451547993,1290.76135801623,1348.82125789603,1328.96492620077,1358.5985226565
"H84",561.005827294229,560.64083469459,558.205071757838,555.606715033302,547.945422433018,539.147458654236,527.771359955625,527.156968838132,525.808695737807,521.360808455885,514.133174499075,509.573887934592,503.732132113135,509.606605165251,516.445741689806,526.147705820612,531.785245923469,535.681855901223,536.499528437532,538.721546967525,549.332183376593,555.642481553563,562.12647836231,566.294533261754,567.434395287533,563.317534792497,556.392581557641,546.227874074102,529.94590427186,520.491465882491,509.367396391018,508.568590046038,507.479660793816,506.137838230379,500.840101470905,506.47411704266,507.115638937512,504.992599956744,507.838670286334,518.689272773597,524.447031881391,529.40198898711,533.853403996494,544.114811527828,553.811927871081,560.444742906587,564.968668902014,563.015114635559
"H85",958.531894102431,944.456953966259,885.406488911484,858.144141697678,806.558858110541,758.826684989189,712.720124131077,699.948791560419,694.153172722108,706.052690196841,804.063230190451,801.577976865109,816.768887958347,825.32423009034,839.694771240829,878.849827792395,883.175937050925,903.782379785999,946.067132212368,1002.45953014965,1015.2718244696,1044.52097585524,1056.87841386161,1056.92591998743,1001.53888698288,984.446969318204,883.95888113769,848.748397953687,806.465354282713,771.382334552048,759.904721901852,760.393026983086,765.266670771407,775.494895555974,820.780623682824,821.10076427956,814.997050252976,856.041843797418,920.329708157857,941.331859933955,940.207090008393,949.500280136822,959.793416075994,993.577484350452,1029.73858682182,1030.73256589358,1037.54815815004,1041.07059317554
"H86",239.578613346099,227.536022508137,218.693612003443,210.214615576914,204.23527399377,201.663943993431,204.016769503567,210.652427927569,210.122775672298,220.81188427117,237.839016247784,252.028860754682,263.675032931851,277.244890259951,286.890562131674,297.586825162584,305.065045982433,310.81820981233,310.606675845036,302.405508874514,291.054890105571,275.008322001904,268.858087920029,256.024983919588,238.845373068863,230.361615348172,220.130428744403,211.015504002188,202.784988684924,200.192858959159,203.190819656416,206.554409092245,213.215557702517,222.211399680192,235.333973655527,251.23714324734,264.312186372054,278.934733823692,290.99996137987,294.779004162845,293.177103895311,291.724352684444,296.265852663549,283.615190452719,267.670052863289,260.810737973829,257.753455458709,249.281718595753
"H87",828.609596499524,825.966009975599,774.339498585017,770.342403551647,755.111763530791,753.697631537451,754.607920150505,754.966095565305,754.92729312301,758.895830743386,823.496737488249,826.879162619696,827.286122116253,829.716933964084,827.80331802993,827.378343664627,828.346394912599,827.999973744119,826.908078063433,827.716499997929,827.252317926084,827.310475582112,827.486396649216,827.070538280509,828.196282313711,825.18968995493,760.439704828295,754.489639952036,734.653530040347,734.996124342062,734.970698830831,735.305878440984,735.853159813404,739.991881147197,793.19482003886,797.149094664187,797.120278110213,797.770773836022,797.878278092247,797.741584736486,798.27371372138,797.994906549499,796.724108533526,796.644723306134,795.954354490289,795.326133648383,792.658191160933,795.081440628536
"H88",758.954432190601,752.53357089059,777.253969594033,848.529856962976,907.553508956124,933.126777676018,942.25812195806,953.087721834247,952.229842663342,948.192136297501,950.183430521974,942.708260778041,911.103698632239,872.715638113176,817.052203707093,770.922521163787,771.519199792822,768.426686666151,762.084740252503,766.097227686112,784.301595484199,777.279266126871,777.183638135115,768.357753026605,765.302859200371,766.25690609418,783.960572212366,855.825242938134,902.734652202486,930.917387008752,944.657834525613,957.378034227602,961.842025538532,952.45129390331,959.989258061554,951.042531078656,938.628240466366,904.912090389948,849.862883061338,802.273225679076,798.50613747899,794.958006457672,782.981565712094,778.22967477852,783.089382743917,776.012298666364,769.199611273089,761.806113103623
"H89",1677.21439652022,1636.26087643362,1569.47739812736,1527.27037064125,1497.93323281052,1493.86726785476,1470.05361404655,1456.73728468741,1464.23343514636,1494.01951086111,1496.17538714047,1516.39179629012,1553.08621030498,1590.86840515544,1632.10177950576,1658.74513878906,1669.44308030988,1693.78258850691,1727.65289482806,1755.80205225216,1735.35679099261,1735.8173772716,1739.80876282538,1711.15871310916,1686.67845257644,1657.99747815677,1615.67864735128,1567.38505749827,1556.1792897932,1536.02691230634,1523.20718999713,1525.56195880209,1524.22404426442,1544.5638001251,1539.73864933545,1576.46005924811,1607.96893597408,1631.66079875468,1664.49225654744,1692.32518575816,1709.42904175591,1733.80473639891,1755.64100179137,1757.71337089968,1757.20501388188,1730.07485924418,1707.16642053462,1676.24168175416
"H90",14708.9376860564,13818.3057338579,13554.7574750564,13343.499660306,13142.0602992,13153.4018725515,13632.6639073355,14159.9779963713,15175.3151253539,15803.6728756701,16115.2077750169,16520.0070610355,16786.8682581962,16913.7457743351,17221.8365872513,17334.9193588492,17530.2303335537,17652.1319074633,17685.7175877683,17418.2538682124,17027.7214080214,16906.9799394166,16585.6685839638,15201.0919721656,14043.6326632006,13303.6683041542,13086.3165970711,13014.3549017363,12906.6956047443,12918.7726963493,13163.7882464761,13785.1025265572,14818.893641092,15674.1386130992,16349.5631092699,16597.7959810788,16946.3450043929,17311.6859382318,17564.2077248121,17725.3463218142,17872.7820443855,18066.5589671968,18011.7390358974,17491.7942744991,17000.2828530745,16720.9307967976,16408.6704962744,15421.3249317107
"H91",1635.14985560717,1435.74016507351,1346.87282556342,1267.96068004578,1249.58467076961,1255.95282969278,1302.30799500072,1409.01965437437,1489.09102962881,1611.41597751133,1759.34277314071,1990.83405949869,2123.05890369302,2293.90691178729,2424.06049222742,2435.85832919341,2460.68728150609,2454.2390246263,2436.65889248685,2357.24741434805,2252.48399328109,2155.37155599775,2043.43645345049,1882.89456709312,1647.27787468561,1490.50825806441,1401.8021016112,1320.79973769841,1292.6805110982,1293.13672555686,1349.76452631466,1427.25290716626,1564.18613343042,1715.60078700883,1836.51836233213,2005.11305441557,2153.57427923559,2312.63692159721,2395.11144566691,2475.83220715891,2507.18529634541,2505.93778574688,2479.45198760011,2372.2115790613,2256.90198986265,2149.90211827107,2050.91416971427,1911.10216893958
"H92",3488.17439867831,3376.18474631439,3123.9795679556,2857.61745856121,2649.47581570437,2451.19840433911,2352.28578626114,2285.85405586979,2309.00820486795,2418.38176135255,2594.57508457769,2720.10444140119,2893.43008745013,3028.80864486742,3158.96505918262,3294.8372889745,3376.73665667371,3499.00425051377,3664.27972258004,3679.55782784408,3676.50798947369,3651.41126534401,3583.99766532057,3457.34397698549,3398.18887883395,3353.72200514002,3176.68822996426,2958.59614505748,2775.00527770663,2528.8032247348,2380.09604430152,2334.0859283135,2356.75783366996,2474.8481658189,2611.03696353405,2700.18087592901,2853.74906389615,3028.72710436574,3162.05937314936,3349.52823564434,3376.8386795102,3549.39274843829,3657.95026145887,3830.89402254359,3886.67705763611,3833.38300035286,3703.71804703333,3542.85946088011
"H93",5091.02757066143,4767.10846248383,4480.30855733645,4291.61137167857,4199.79105475471,4160.5151646204,4236.93034383325,4414.29652015624,4588.6715821866,4826.20799264668,5092.14983407105,5349.74643384722,5577.65151205878,5812.61014990368,6004.33991102788,6230.40168396773,6342.27960979421,6419.33902931155,6437.5470297298,6378.3837337421,6156.18186853958,5955.91779293755,5800.45081121326,5552.05443765804,5169.80078551461,4841.72163840097,4538.15798217574,4353.65540461175,4229.37364073444,4175.98737434179,4263.65655707448,4427.8367079112,4613.99962778827,4889.27419688154,5223.09676930075,5535.21991261643,5769.13602204655,6042.51447641053,6256.38745153832,6458.69939986558,6461.49797671304,6507.34941097494,6546.51739042886,6350.94085784142,6152.26587414958,5925.95591828375,5750.01472899794,5491.69573329796
"H94",102263.036014738,94153.8966741569,88322.8910462159,82938.8566723782,79755.7893551189,78118.8029332006,79034.0406907062,82280.3068123366,86361.2093177819,91426.9598580113,97279.947678777,103657.302390883,109931.386592948,114821.966534105,119363.579164169,122770.590070831,125160.924559348,126654.110803204,127023.68642007,125595.530829987,122441.544121985,118945.230556973,115908.253229529,110537.499763856,103001.72928612,94966.550865147,89321.7069326906,83883.1750391415,80131.3184825417,78421.2870657162,78760.1792050978,81362.3212807279,85334.686709101,90655.0643162171,97265.7508459111,103971.235582162,110493.993340557,115897.491114291,120208.290719696,123991.746678481,126214.237965534,127865.879182668,127841.836159266,125932.820101142,122382.009016418,117866.271259158,114085.105112126,110651.761370309
"H95",92920.9402770265,85776.7408480016,80639.5906119335,75896.2246782728,73091.9236599502,71649.7289991353,72456.0588437678,75316.0383802586,78911.3374773411,83374.2934825457,88530.8101597159,94149.2971506734,99676.8022152038,103985.431892877,107986.619318056,110988.215955105,113094.114691186,114409.620549792,114735.21884082,113477.005370474,110698.324539859,107618.051735833,104942.456857334,100210.791481839,93571.7333915584,86492.6939674914,81519.5532795058,76728.174710613,73422.7670287761,71916.2192980494,72214.7852650386,74507.2877304884,78006.9650246298,82694.2489725993,88518.3026665041,94425.8741376614,100172.462067158,104932.975370545,108730.815164152,112064.062105073,114022.089993991,115477.19561554,115456.013570585,113774.159201133,110645.873761875,106667.482251743,103336.252648437,100311.456628817
"H96",4945.07828382709,4836.36740631071,4577.09560721379,4347.59631206458,4184.72111455159,4005.28747672845,3941.93204370213,3888.7531931872,3906.43393160031,3969.31759190857,4012.07520161473,4126.68045022323,4282.9731658337,4450.04624544283,4638.43652109187,4799.34819759404,4931.28076998209,4925.90190561993,5011.86419428373,5122.08862429413,5121.69184014943,5107.65883648069,5049.12292798109,4872.85157321602,4865.24139212955,4754.75242503979,4526.03301693774,4273.62932607051,4158.92035336166,4085.53198007084,3993.11539052596,3914.76970986381,3929.14635076196,3938.64322458655,3933.79124585085,4107.56747693765,4344.18120692604,4508.03044722115,4669.53658196737,4799.70361232455,4878.96250091222,4974.07397025902,5040.45533591595,5144.25532618139,5157.40387369042,5079.06347970412,5041.47409957944,4902.82849755256
"H97",50903.8616355406,49088.4565699594,46407.5520448569,44794.6411744848,42210.743170038,40390.2244393999,39742.3344625771,39554.1159313457,39967.8860258858,41083.9180973794,42306.7222278785,44266.9815141668,46069.3474606962,47588.3967443536,49070.3084004555,50568.4144358194,52013.5004175013,53050.9082859853,53797.0548718735,54206.3677371471,54485.1818286277,54341.9764616359,53465.5033796882,52239.0030591444,51321.0055063847,49432.0298171716,46749.0867370014,43829.595712059,41880.7183284978,40674.321169895,39805.8195595972,39582.1346355472,39876.8552137709,40811.4672051219,42058.0899556264,44201.2085086489,46018.6861909978,47554.3156107991,48909.7342810531,50282.0488039678,51692.91570395,52727.6157832075,53173.6646295905,53679.6731339693,54019.3401154787,53731.6370850557,52715.4859079031,51530.7132116516
"H98",2682.0813328398,2679.29906025513,2683.19316807736,2675.5432896691,2667.63450764795,2660.10593847223,2646.6147216503,2635.08838543033,2646.2583336621,2651.16616348946,2630.58028356813,2645.81413317729,2660.7649423532,2667.83146368556,2668.7231699681,2670.10820872412,2673.28298664432,2677.88995025923,2675.16953850189,2669.59837394588,2672.04135027284,2671.91472886243,2674.90434480571,2668.47371651258,2668.51239488514,2670.22389649816,2670.79600380247,2667.96778051428,2660.60282283541,2646.97565545361,2636.34700293415,2632.5099630616,2640.0496658745,2644.62003820263,2625.69038041984,2657.12279235777,2680.57848938172,2693.41251570603,2702.25135912584,2713.16027590038,2722.81507337634,2726.61527021024,2724.91260932208,2726.49384072328,2725.45913767717,2722.60593068648,2716.73086219745,2709.10378554209
"H99",20102.6038375128,18655.5751684852,17631.8346630119,17165.5931932496,16934.1413999813,16868.7476460532,17160.3955288684,18105.8148416272,19318.2781381709,20691.5123282784,21796.2883486459,22378.8066142077,22822.81078214,23099.9513257716,23603.9645853792,24028.8354884218,24293.3968820398,24647.6959436237,24600.3835977689,24034.4636525859,23136.2166954484,22774.2511751784,22300.4562036856,20914.7071408654,19807.3779665705,18453.1926167845,17558.3773660321,17141.3972480591,17014.83571996,17172.3384353726,17433.2033041055,18406.5385091279,19549.7429731092,20845.0871508692,21681.0018503407,22637.3190234505,23194.9208513975,23590.8784439136,24011.4410684342,24252.2936914964,24341.0540350767,24416.8531627474,24422.8373898608,24062.741354023,23323.9664298379,22908.9676110638,22723.3506731668,21586.661372252
"H100",913.341738647706,888.331091631067,864.507938107334,865.072626264349,864.730102280522,866.938528835912,867.763297073105,874.506275002216,892.670819923906,938.812497409744,1109.26581154593,1282.80616557567,1388.82548118626,1471.42933406065,1497.54288663945,1505.70878056032,1509.4224427761,1512.58538732197,1524.939180702,1516.85912040454,1430.64030146536,1300.82478621719,1213.7693823355,1051.88163272278,906.455240340603,842.071331816923,821.966238960498,822.350197006972,823.159468063507,824.050622394186,826.55152513265,831.398817136974,866.199747079133,996.902310249305,1168.12717811902,1329.91807582285,1430.60404460348,1462.95442701883,1467.60887634987,1475.30931398191,1489.49327081521,1508.15244415747,1516.73258777861,1481.00686575973,1431.46314815771,1305.30901456295,1220.27276650002,1054.22169309431
"H101",2384.25256201993,2389.6027692678,2351.22582564465,2251.2085638999,2226.34453346764,2228.38573153994,2216.92498260606,2217.05992323004,2225.88186397336,2202.87664002303,2207.86212757389,2230.85080187343,2255.76394277292,2282.81389749157,2274.58259914146,2289.10710429664,2301.79439361136,2350.39206038678,2412.4835250008,2430.37758271593,2434.17268171383,2426.56018478593,2420.6345531201,2400.95586143349,2378.12720833389,2358.85171349802,2327.90246577633,2253.50282757167,2231.28628166301,2210.34250165719,2208.74624244577,2188.71632357243,2189.70301477952,2203.83541039429,2203.01840926029,2220.49885341085,2237.00402972396,2277.99842755142,2281.68788362752,2286.87713742909,2333.3854273246,2383.77276749605,2409.54334850747,2432.84474723398,2432.08514778962,2410.29972992323,2388.91984658322,2389.74396517986
"H102",2236.33159210462,2231.02162187389,2086.34246200393,1856.5046171443,1748.11100440575,1621.99607275586,1591.4873247911,1636.23474450934,1618.07164613641,1763.36348310902,1767.28040103453,1962.10780196046,2039.29208853954,2120.61078081302,2126.27859144265,2241.86314903331,2333.14317462653,2460.4461182996,2481.84771340037,2450.75643464477,2501.97719377676,2501.77770457963,2452.88991567804,2333.71483844354,2250.28948288893,2302.12850637353,2131.78451327658,1971.83783936119,1818.62092882013,1802.4631628396,1695.72107414818,1636.42666030808,1673.28345134866,1775.78965350624,1702.65780831424,1895.56811565544,2006.85801021539,2102.37315489984,2157.57251858455,2222.2933616011,2265.65427389502,2369.00976284379,2391.55729571121,2425.02180096551,2422.78393069708,2429.75902627127,2373.3898520853,2351.61100715261
"H103",103756.13516264,98354.0951971884,94413.9193737884,91830.3887240363,90035.0957398107,89711.5321799208,91740.2588082866,94965.9910664659,98535.056082268,102688.333570346,107065.193922049,112134.142117883,116119.142116362,119736.838612015,122709.287877659,125416.646832716,127138.477344492,128405.980946085,128300.943510248,126010.141406268,121641.535115497,117845.976771718,115614.86246838,110427.15561889,104896.106980699,99154.7082323266,95446.6842354471,92790.3646886789,90272.0511502905,89043.7990216214,89112.0965745368,90105.4506200076,92586.828057408,97913.9908185958,102834.08337761,108333.824065036,113236.213886776,117186.796181214,120181.908736917,122787.070934051,124994.32688077,126432.487198683,126527.991567638,124993.16957154,121240.758699537,117467.949430136,115594.763336127,110908.112753891
"H104",2266.97093853168,2182.61666487021,2142.95248282818,2058.25805291452,2000.84772272937,1904.04133177919,1889.26533716519,1884.69658539985,1902.95285868655,1891.329405911,1883.74106923291,1899.34205407679,2010.60848759528,2128.74287611529,2201.727712108,2267.22994061519,2319.6841008315,2364.38530639164,2399.10499954194,2388.90951437906,2375.64062417974,2338.0799766907,2304.66414788612,2302.77673348632,2276.08915141687,2179.50484188122,2120.84892932456,2035.68300908717,1936.10858735754,1844.25445636332,1848.92649928111,1842.75304829056,1847.25643751699,1853.64943699446,1839.06472576225,1856.11555003605,1959.90505248747,2087.08478103324,2214.93514731384,2266.87142626374,2315.90801783207,2378.80217043573,2408.10772894494,2400.66737643614,2375.73519967542,2349.06448756908,2256.55687505719,2250.44816474755
"H105",2634.90277922896,2582.43121205751,2677.32734711299,2605.42297613991,2474.80657093729,2318.33114884623,2207.13171649607,2201.30510188417,2247.23371162994,2275.68334183849,2130.67207728855,2190.74234032712,2275.07416188273,2255.43533982702,2349.29692317616,2497.27147408189,2572.78721311469,2671.09476557858,2729.49255964233,2656.7475723095,2633.04205227361,2648.04438989765,2591.13886633654,2569.03427185681,2525.24979655071,2503.38254192151,2597.61093053711,2501.19794855607,2370.98176194732,2258.86870584574,2173.43826834057,2145.37825239034,2159.42041635145,2185.05519143124,2038.79990317326,2150.55725637235,2255.29081043321,2367.96638485408,2383.68731692444,2475.47893315591,2543.25938140478,2569.93438718728,2566.9957158321,2573.84052476842,2579.58583195117,2653.14853311452,2637.84173667927,2584.83190167592
"H106",3169.78893397081,2869.11578236351,2623.79313106978,2519.61948420783,2411.57499314684,2367.46613216303,2430.6691004973,2492.39677942994,2574.51082012882,2712.61304896306,2993.3210319264,3296.55671558014,3565.43101305097,3690.74242173278,3743.97823958185,3782.10326871572,3765.37952287922,3788.03443180533,3781.68192771153,3734.75817812011,3728.14459794501,3686.88062488235,3672.71279027203,3456.31060012795,3195.52229994617,2880.05879016363,2702.58362185432,2577.60711924905,2465.52323017317,2436.77936376192,2465.80179423388,2507.96333277898,2600.39917467336,2761.61389572419,2996.26557437417,3249.81713335115,3497.14402531546,3595.77545590472,3626.20259866268,3669.85055625764,3638.99858770717,3688.37231952886,3711.45960091845,3730.13551342354,3714.60450829594,3673.16853381633,3645.30086307713,3441.95366578235
"H107",3610.40180423108,3366.63300474748,3175.4414782506,3046.52745560804,2964.83724021759,2920.58815150158,2969.88104479902,3097.08448778994,3200.56787125055,3394.69561314621,3626.5960610996,3924.3807898519,4106.56297408083,4315.26719905015,4474.11121176859,4575.50764829083,4643.42768506097,4650.61306013866,4575.20254962552,4435.95844545896,4303.93909733459,4164.891139491,4071.15219304336,3898.75292290377,3608.35058878695,3371.27202112215,3187.3517144232,3056.07080211587,2984.93366175249,2943.84762906457,2980.36542639824,3073.56501755788,3190.28900330912,3361.0746996525,3557.90776483619,3789.18717082598,3945.45139576436,4114.56280679779,4242.29359513728,4354.84269090051,4358.86176371467,4354.43230612678,4302.78782774628,4245.74469092512,4128.48311657299,3975.03776948846,3898.37492202035,3722.96720376125
"H108",537.78234799756,465.802539338891,446.627411555333,392.532932829157,275.622564033832,252.805507718736,242.975833483437,244.266161753345,236.458047944809,257.077390762951,320.872709526499,398.319010606066,474.427461990517,491.324476837843,558.0620805349,572.665101834529,593.73511516041,609.663272411043,574.119581696076,562.157400662313,594.177719653929,566.840068440943,505.523318208147,462.046979146709,484.265379425617,431.059921168004,426.182742640997,357.286226974116,288.026383450818,258.640427720911,247.298446314667,244.011338263056,248.581664992307,266.73883388715,325.969247489855,378.038952929162,436.8404216596,472.25500873241,502.927903208047,583.827084173996,588.321933595938,573.953827374401,583.153161685016,562.941311338823,570.245594930726,565.48769900804,520.522733917476,480.857084382636
"H109",36422.5598232438,33735.5403265054,32198.5534306958,30945.3579132062,30102.1841663376,29715.3249473965,29914.8047484002,30774.2823024213,31322.7827428314,33332.4700839438,35812.0069703301,38923.0119709272,41342.140996691,43429.5261378866,45010.0486395969,46451.0007827905,47108.3103993986,47298.9835482415,46983.2050288368,45770.6476503775,44215.8142449735,42481.8472224384,41948.2553443632,39724.4625391631,36168.5822934099,33229.5030540878,32187.7184230553,30898.484265185,30004.6933080139,29614.3191655264,29886.3914378457,30647.1600549163,31423.2212566264,33619.7390919621,36172.2706225592,39252.4757758865,41470.7836804414,43533.1414277062,45618.1431787313,47100.1348009103,47735.5239169233,47809.5055655151,47257.4857598938,45798.487645395,44269.5385809402,42594.0929089856,41850.2035901327,39598.3879223682
"H110",35487.8747250812,32885.7909251749,31449.9722403199,30205.4081560906,29379.1917560137,29019.2288316077,29232.3667714501,30075.4734621118,30663.6652272398,32641.3683417922,35077.0932044894,38108.6761871963,40420.4384123877,42312.3923291982,43613.8761277271,44620.8042271944,45028.0068789858,45170.9870319394,44885.1733061703,44027.1628919688,42886.3643340366,41441.6251133295,40930.0587958761,38736.2587735013,35224.0256363812,32372.4850964336,31446.8513454237,30186.3651643621,29290.4359089755,28928.8533771023,29211.2887014583,29948.3061761642,30774.0685808541,32920.6578586606,35420.2683787034,38401.1423441168,40519.5470148847,42361.2799631352,44158.5824650529,45303.1468746572,45706.4691375196,45688.0908645352,45199.6051622803,44098.591250907,43006.8234311567,41583.6165827698,40872.3531816474,38655.8398107063
"H111",1048.36509537754,992.003048092655,966.81403424572,955.452013829222,952.373398513196,962.89823198662,979.910012202012,999.670396442327,1039.11994583628,1102.80890669098,1199.62630143971,1216.4939975952,1267.10817960446,1294.2982094568,1324.28183895645,1352.12865056733,1433.54122134555,1565.23387645798,1633.65084223345,1530.22018499324,1359.73841484775,1256.35500145954,1184.45953202352,1123.37826063269,1031.9114593744,983.257736993434,972.300597826795,969.376456858547,967.304941731659,970.638401372644,980.090753841804,998.57080576064,1041.35859183158,1105.42811873509,1164.43358704216,1193.8372623843,1269.5716990479,1297.84457324555,1334.72796205657,1411.94632939846,1503.04424206951,1608.82622290665,1616.00488528617,1565.64045646601,1358.33476269382,1300.33043527108,1242.46056047786,1170.84235040501
"H112",6317.76956712262,6132.69452653364,5675.96563058104,4963.1629656942,4194.76960339208,3880.57396951448,3623.90778634161,3432.40346396746,3410.44188833029,3496.48598574029,3712.73396466957,4085.46899996347,4311.64256886823,4612.01587484963,4949.64106595451,5367.9324963162,5649.44355926399,5823.63741202196,5982.98354652224,6212.02377035266,6297.15473060053,6241.30252144695,6123.31460410081,5994.31299160594,6048.97408078978,5752.04959517677,5354.95231792798,4820.16778047729,4251.35081081317,3847.09162620951,3601.7760043586,3487.64703002043,3487.45202647595,3672.71028883816,3859.18577237976,4164.86797832213,4288.16349402854,4547.88431516507,4919.6591811274,5332.45488530199,5563.0886830754,5777.2823966817,6008.77788197493,6055.39729393868,6092.85713951618,6095.61979376534,6036.29450794601,5926.76967765087
"H113",22627.8940669438,21718.6958552242,20577.1540250819,19008.0728878823,17639.1883860826,16837.352394303,16367.4709460859,16116.6183489411,16185.7051115267,16524.0703300105,17242.7920475257,18081.3558102767,18657.8837663989,19419.3350501017,20185.8266515276,20979.8593825944,21607.2566360955,22199.1296690865,22709.6019569453,23152.1420813407,23279.0321129091,23050.3360775219,22729.1528249187,22378.1844949306,22313.8861619522,21251.6166136846,20061.9874089717,18823.3671543829,17470.8778360461,16610.2827832534,16169.4235563717,15995.3468737363,16100.9620290668,16486.0932681942,17150.3143783975,17865.8892087924,18375.1353927978,19277.8295299752,20206.2892112575,21010.9192054519,21404.8287957563,22002.0830751461,22531.7025364123,22724.4617605518,22839.72373944,22733.0575894228,22274.6342430056,21855.4256425819
